,datetime,notification_type,notification_title,email_body,outage,borough
124,07/28/2017 03:42:00 PM,Utility,Power Outage - Rossville Section (SI),"Notification issued 7/28/17 at 3:42 PM. Con Edison is responding to a power outage in the Rossville section of Staten Island, including ZIP codes 10312 and 10309. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,SI
125,07/18/2017 07:56:00 AM,Utility,Power Outage - Gun Hill (BX),"Notification issued 7/18/17 at 7:56 AM. Con Edison is responding to a power outage in the Gun Hill section of The Bronx, including parts of ZIP code 10469. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,BX
126,07/15/2017 12:10:00 AM,Utility,Power Outage - Todt Hill (SI),"Notification issued 7/14/17 at 12:10 AM. Con Edison is responding to a power outage in the Todt Hill section of Staten Island, including ZIP codes 10301, 10304, 10306 and 10314. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,SI
127,07/13/2017 09:12:00 PM,Utility,Power Outage - West 71st Street & Broadway (MN),"Notification issued 7/13/17 at 9:11 PM. Con Edison is responding to a power outage in the Upper West Side of Manhattan, including ZIP code 10023. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,MN
128,07/13/2017 08:37:00 PM,Utility,Power Outage - Whitestone (QN),"Notification issued 7/13/17 at 8:36 PM. Con Edison is responding to a power outage in the Whitestone section of Queens including ZIP code 11357. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
129,07/08/2017 08:08:00 AM,Utility,Power Outage - New Springville Section (SI),"Notification issued 7/8/17 at 8:08 AM. Con Edison is responding to a power outage in the New Springville section of Staten Island, including ZIP code 10314. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,SI
130,07/07/2017 11:52:00 AM,Utility,Power Outage -  Ozone Park Section (QN),"Notification issued 7/7/17 at 11:45 AM. Con Edison is responding to a power outage in the Ozone Park section of Queens, including ZIP code 11417. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.


If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
131,07/07/2017 04:14:00 AM,Utility,Power Outage - Hollis Section (QN),"Notification issued 7/7/17 at 4:14 AM. Con Edison is responding to a power outage in the Hollis section of Queens, including ZIP code(s) 11423 and 11412. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
132,07/05/2017 01:40:00 PM,Utility,Power Outage - Flushing  (QN),"Notification issued 7/5/17 at 1:40 PM. Con Edison is responding to a power outage in the Flushing section of Queens, including ZIP code 11354.Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.


If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.

To view this message in American Sign Language (ASL), ???????, ??????, ??, Français, Kreyòl Ayisyen, Italiano, ???, Polski, P??????, Español, ???? or ?????? : http://on.nyc.gov/22lyehC.",1,QN
133,06/28/2017 09:00:00 PM,Utility,Power Outage - Ozone Park (QN),"Notification issued 6/28/17 at 9:00 PM. Con Edison is responding to a power outage in the Ozone Park section of Queens, including parts of ZIP code 11417. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
134,06/26/2017 09:12:00 AM,Utility,Power Outage - Hollis (QN),"Notification issued 6/26/17 at 9:12 AM. Con Edison is responding to a power outage in the Hollis section of Queens, including parts of ZIP code 11429. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
135,06/21/2017 08:00:00 PM,Utility,Power Outage - Williamsbridge (BX),"Notification issued 6/21/17 at 8:00 PM. Con Edison is responding to a power outage in the Williamsbridge section of the Bronx, including ZIP code(s) 10466 and 10469. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. 

To view this message in American Sign Language (ASL), ???????, ??????, ??, Français, Kreyòl Ayisyen, Italiano, ???, Polski, P??????, Español, ???? or ?????? : http://on.nyc.gov/22lyehC.",1,BX
136,06/14/2017 01:42:00 PM,Utility,Power Outage - Willowbrook (SI),"Notification issued 6/14/17 at 1:42 PM. Con Edison is responding to a power outage in the Willowbrook section of Staten Island, including parts of ZIP code 10314. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,SI
137,06/13/2017 04:00:00 PM,Utility,Power Outage - Bayside (QN),"Notification issued 6/13/17 at 4:00 PM. Con Edison is responding to a power outage in the Bayside section of Queens, including ZIP code(s) 11358, 11359, 11360 and 11361. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
138,06/12/2017 11:55:00 PM,Utility,Power Outage - Long Island City (QN),"Notification issued 6/12/17 at 11:54 PM. Con Edison is responding to a power outage in the Long Island City section of Queens including ZIP code 11103. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
139,06/05/2017 04:51:00 AM,Utility,Power Outage - Huguenot Section (SI),"Notification issued 6/5/17 at 4:51 AM. Con Edison is responding to a power outage in the Huguenot section of Staten Island, including ZIP codes 10309 and 10312. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,SI
140,06/01/2017 01:33:00 PM,Utility,Power Outage - College Point (QN),"Notification issued 6/1/17 at 1:33 PM. Con Edison is responding to a power outage in the College Point section of Queens, including ZIP code 11356. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
141,06/01/2017 10:42:00 AM,Utility,Power Outage - Bensonhurst (BK),"Notification issued 6/1/17 at 10:42 AM. Con Edison is responding to a power outage in the Bensonhurst section of Brooklyn, including parts of ZIP codes 11214 and 11223. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,BK
142,05/30/2017 11:52:00 AM,Utility,Power Outage - Richmond Hill (QN),"Notification issued 5/30/17 at 11:52 AM. Con Edison is responding to a power outage in the Richmond Hill section of Queens, including parts of ZIP code 11414. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
143,05/28/2017 12:02:00 AM,Utility,Power Outage - Middle Village (QN),"Notification issued 5/28/17 at 12:00 AM. Con Edison is responding to a power outage in the Middle Village section of Queens, including ZIP codes 11378 and 11373. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
144,05/22/2017 07:18:00 AM,Utility,Power Outage - Laconia (BX),"Notification issued 5/22/17 at 7:18 AM. Con Edison is responding to a power outage in the Laconia section of The Bronx, including parts of ZIP codes 10467 and 10469. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,BX
145,05/08/2017 03:45:00 PM,Utility,Power Outage - Edenwald (BX),"Notification issued 5/8/17 at 3:45 PM. Con Edison is responding to a power outage in the Edenwald section of the Bronx, including ZIP code(s) 10466, 10469, 10475. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,BX
146,05/02/2017 06:05:00 PM,Utility,Power Outage - Hollis (QN),"Notification issued 5/2/17 at 6:02 PM. Con Edison is responding to a power outage in the Hollis section of Queens, including parts of ZIP codes 11412 and 11423. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308.",1,QN
147,05/01/2017 02:26:00 PM,Utility,Power Outage - Edenwald (BX),"Notification issued 5/1/17 at 2:26 PM. Con Edison is responding to a power outage in the Edenwald section of The Bronx, including parts of ZIP code 10466. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information. 

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,BX
148,04/29/2017 01:28:00 PM,Utility,Power Outage - Midwood (BK),"Notification issued 4/29/17 at 1:28 PM. Con Edison is responding to a power outage in the Midwood section of Brooklyn, including ZIP codes 11210 and 11234. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,BK
149,04/26/2017 06:22:00 AM,Utility,Power Outage - Wakefield Section (BX),"Notification issued 4/26/17 at 6:22 AM. Con Edison is responding to a power outage in the Wakefield section of The Bronx, including ZIP code(s) 10470 and 10466. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,BX
150,04/23/2017 04:22:00 AM,Utility,Power Outage - Jamaica (QN),"Notification issued 4/23/17 at 4:22 AM. Con Edison is responding to a power outage in Jamaica, Queens, including ZIP code 11411. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
151,04/21/2017 03:09:00 PM,Utility,Power Outage - Hollis (QN),"Notification issued 4/21/17 at 3:07 PM. Con Edison is responding to a power outage in the Hollis section of Queens, including ZIP codes 11426, 11427, and 11428. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
152,04/20/2017 08:15:00 AM,Utility,Power Outage - Far Rockaway (QN),"Notification issued 4/20/17 at 8:15 AM. PSE&G is responding to a power outage in the Far Rockaway section of Queens, including ZIP Codes: 11691. Report power outages to PSE&G at 1-800-490-0075, or if you have a speech or hearing impairment, report outages to 1-631-755-6660.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
153,04/06/2017 11:02:00 AM,Utility,Power Outage - Flushing Section (QN),"Notification issued 4/6/17 at 11:02 AM. Con Edison is responding to a power outage in the Flushing section of Queens, including ZIP code 11354. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
154,04/02/2017 11:48:00 PM,Utility,Power Outage - Howard Beach (QN),"Notification issued 4/2/17 at 11:46 PM. Con Edison is responding to a power outage in the Howard Beach section of Queens, including parts of ZIP code 11414. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
155,03/28/2017 11:35:00 AM,Utility,Power Outage - Westerleigh (SI),"Notification issued 3/28/17 at 11:35 AM. Con Edison is responding to a power outage in the Westerleigh section of Staten Island, including parts of ZIP code 10314. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,SI
156,03/26/2017 06:55:00 PM,Utility,Power Outage - Seaview (SI),"Notification issued 3/26/17 at 6:55 PM. Con Edison is responding to a power outage in the Seaview section of Staten Island, including parts of ZIP code 10305. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,SI
157,03/26/2017 02:35:00 PM,Utility,Power Outage - Gun Hill (BX),"Notification issued 3/26/17 at 2:35 PM. Con Edison is responding to a power outage in the Gun Hill section of The Bronx, including parts of ZIP code 10469. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.
If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,BX
158,03/24/2017 10:45:00 AM,Utility,Power Outage - Far Rockaway (QN),"Notification issued 3/24/17 at 10:45 AM. PSE&G is responding to a power outage in the Far Rockaway section of Queens, including ZIP Code: 11691. Report power outages to PSE&G at 1-800-490-0075, or if you have a speech or hearing impairment, report outages to 1-631-755-6660.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
159,03/16/2017 06:24:00 PM,Utility,Power Outage - Bulls Head (SI),"Notification issued 3/16/17 at 6:24 PM. Con Edison is responding to a power outage in the Bulls Head section of Staten Island, including ZIP code(s) 10314. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,SI
160,03/15/2017 01:55:00 AM,Utility,Power Outage - Huguenot Section (SI),"Notification issued 3/15/17 at 1:53 AM. Con Edison is responding to a power outage in the Huguenot section of Staten Island, including parts of ZIP code 10312. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.
If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,SI
161,03/14/2017 10:40:00 AM,Utility,Power Outage - Great Kills (SI),"Notification issued 3/14/17 at 10:40 AM. Con Edison is responding to a power outage in the Great Kills section of Staten Island, including parts of ZIP code 10308. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,SI
162,03/11/2017 01:17:00 AM,Utility,Power Outage - Glen Oaks (QN),"Notification issued 3/11/17 at 1:17 AM. Con Edison is responding to a power outage in the Glen Oaks section of Queens, including ZIP code 11004. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
163,02/16/2017 05:26:00 PM,Utility,Power Outage - Williamsbridge (BX),"Notification issued 2/16/17 at 5:26 PM. Con Edison is responding to a power outage in the Williamsbridge section of the Bronx, including ZIP code(s) 10466, 10467, 10469 and 10475. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. 

To view this message in American Sign Language (ASL), ???????, ??????, ??, Français, Kreyòl Ayisyen, Italiano, ???, Polski, P??????, Español, ???? or ?????? : http://on.nyc.gov/22lyehC.",1,BX
164,02/13/2017 11:20:00 AM,Utility,Power Outage - Flatbush (BK),"Notification issued 2/13/17 at 11:20 AM. Con Edison is responding to a power outage in the Flatbush section of Brooklyn, including ZIP codes 11203 and 11234. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,BK
165,02/13/2017 10:35:00 AM,Utility,Power Outage - Flushing (QN),"Notification issued 2/13/17 at 10:35 AM. Con Edison is responding to a power outage in the Flushing section of Queens, including ZIP codes 11356 and 11357. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
166,02/12/2017 05:45:00 AM,Utility,Power Outage - New Dorp (SI),"Notification issued 2/12/17 at 5:45 AM. Con Edison is responding to a power outage in the New Dorp section of Staten Island, including ZIP code 10306. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information. If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,SI
167,02/07/2017 11:46:00 AM,Utility,Power Outage - Bulls Head (SI),"Notification issued 2/7/17 at 11:46 AM. Con Edison is responding to a power outage in the Bulls Head section of Staten Island, including ZIP code 10314. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,SI
168,01/23/2017 11:37:00 PM,Utility,Power Outage - Hollis Queens (QN),"Notification issued 1/32/17 at 11:33 PM. Con Edison is responding to a power outage in the Hollis section of Queens, including parts of ZIP codes 11412, 11423. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
169,01/23/2017 03:00:00 PM,Utility,Power Outage - Marine Park (BK),"Notification issued 1/23/17 at 3:00 PM. Con Edison is responding to a power outage in the Marine Park section of Brooklyn, including parts of ZIP codes 11234, 11229 and 11210. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,BK
170,01/22/2017 07:15:00 PM,Utility,Power Outage - Flushing (QN),"Notification issued 1/22/17 at 7:15 PM. Con Edison is responding to a power outage in the Flushing section of Queens, including parts of ZIP codes 11354, 11355, 11367, 11365, 11364, 11362, 11363, 11361, and 11358. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1,QN
171,01/21/2017 08:58:00 AM,Utility,Power Outage - Rockaway Beach (QN),"Notification issued 1/21/17 at 8:58 AM. PSE&G is responding to a power outage in Rockaway Beach section of Queens, including ZIP Codes: 11693 and 11694. Report power outages to PSE&G at 1-800-490-0075, or if you have a speech or hearing impairment, report outages to 1-631-755-6660.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. 

To view this message in American Sign Language (ASL), ???????, ??????, ??, Français, Kreyòl Ayisyen, Italiano, ???, Polski, P??????, Español, ???? or ?????? : http://on.nyc.gov/1TdsnVt.",1,QN
172,01/17/2017 10:20:00 PM,Utility,Power Outage - Far Rockaway (QN),"Notification issued 1/17/16 at 10:17 PM. PSE&G is responding to a power outage in Far Rockaway, QN. Report power outages to PSE&G at 1-800-490-0075, or if you have a speech or hearing impairment, report outages to 1-631-755-6660.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.

To view this message in American Sign Language (ASL), Arabic, Bengali, Chinese, French, Haitian Creole, Italian, Korean, Polish, Russian, Spanish, Urdu, or Yiddish, please visit: http://on.nyc.gov/1TdsnVt.",1,QN
